season,game_id,event_index,decision,call_type,luna_level,sonnet_level,final_level,final_source
2018-19,0021801114,18,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801114,19,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801114,20,CC,Foul: Personal,affecting,,affecting,luna
2018-19,0021801114,21,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801114,22,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801115,1,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801115,2,CNC,Foul: Personal,legal,,legal,luna
2018-19,0021801115,4,CNC,Foul: Personal,legal,,legal,luna
2018-19,0021801115,5,CNC,Foul: Personal,legal,,legal,luna
2018-19,0021801115,7,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801115,8,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801115,9,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801115,10,CNC,Foul: Personal,legal,,legal,luna
2018-19,0021801115,11,INC,Foul: Shooting,affecting,,affecting,luna
2018-19,0021801115,12,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801115,13,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801115,15,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801115,16,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801115,17,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801115,18,INC,Foul: Offensive,affecting,,affecting,luna
2018-19,0021801120,0,CNC,Foul: Offensive,affecting,,affecting,luna
2018-19,0021801120,1,INC,Foul: Personal,affecting,,affecting,luna
2018-19,0021801120,2,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801120,3,CNC,Foul: Personal,legal,,legal,luna
2018-19,0021801120,4,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801120,5,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801120,6,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801120,7,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801120,8,INC,Foul: Offensive,affecting,,affecting,luna
2018-19,0021801120,9,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801120,10,CC,Foul: Shooting,affecting,,affecting,luna
2018-19,0021801120,11,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801120,12,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801124,0,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801124,2,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801124,4,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801124,5,INC,Foul: Personal,affecting,,affecting,luna
2018-19,0021801124,6,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801124,7,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801124,8,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801124,9,CNC,Foul: Offensive,legal,legal,legal,sonnet
2018-19,0021801124,11,CNC,Foul: Offensive,legal,affecting,affecting,sonnet
2018-19,0021801124,12,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801124,13,INC,Foul: Loose Ball,affecting,,affecting,luna
2018-19,0021801124,14,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801124,15,CC,Foul: Personal,affecting,,affecting,luna
2018-19,0021801124,16,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801124,17,CNC,Foul: Personal,legal,,legal,luna
2018-19,0021801124,18,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801124,19,CNC,Foul: Personal,legal,,legal,luna
2018-19,0021801128,0,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801128,1,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801128,2,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801128,3,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801128,4,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801128,5,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801128,6,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801128,7,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801128,8,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801128,9,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801128,10,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801128,11,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801128,12,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801128,13,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801128,14,CNC,Foul: Away from Play,marginal,,marginal,luna
2018-19,0021801128,16,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801129,0,IC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801129,1,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801129,2,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801129,3,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801129,4,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801129,5,CNC,Foul: Defense 3 Second,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801129,6,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801129,7,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801129,8,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801129,10,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801129,11,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801129,12,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801129,13,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801129,14,INC,Foul: Loose Ball,affecting,,affecting,luna
2018-19,0021801129,15,IC,Foul: Personal,legal,legal,legal,sonnet
2018-19,0021801129,16,CNC,Foul: Personal,affecting,,affecting,luna
2018-19,0021801129,17,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801129,18,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801129,19,INC,Foul: Loose Ball,affecting,,affecting,luna
2018-19,0021801129,20,CC,Foul: Personal,affecting,,affecting,luna
2018-19,0021801130,0,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801130,1,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801130,2,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801130,3,CNC,Foul: Personal,legal,legal,legal,sonnet
2018-19,0021801130,4,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801130,5,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801130,6,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801130,7,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801130,8,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801130,10,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801130,11,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801130,12,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801130,13,CNC,Foul: Personal,legal,legal,legal,sonnet
2018-19,0021801130,14,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801130,15,CNC,Foul: Personal,legal,legal,legal,sonnet
2018-19,0021801130,16,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801130,17,CNC,Foul: Personal,legal,legal,legal,sonnet
2018-19,0021801130,18,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801130,19,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801130,20,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801130,21,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801132,0,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801132,1,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801132,2,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801132,3,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801132,4,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801132,6,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801132,8,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801132,9,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801132,10,CNC,Foul: Personal,legal,,legal,luna
2018-19,0021801132,11,CC,Foul: Personal,affecting,,affecting,luna
2018-19,0021801132,12,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801132,13,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801132,14,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801132,15,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801132,16,INC,Foul: Shooting,affecting,,affecting,luna
2018-19,0021801132,17,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801132,18,CC,Foul: Personal,affecting,,affecting,luna
2018-19,0021801132,19,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801132,20,INC,Foul: Personal,affecting,,affecting,luna
2018-19,0021801132,21,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801132,22,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801132,23,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801132,24,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801132,25,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801132,26,INC,Foul: Shooting,affecting,,affecting,luna
2018-19,0021801132,27,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801132,28,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801132,29,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801132,30,CC,Foul: Personal,affecting,,affecting,luna
2018-19,0021801132,31,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801132,32,CC,Foul: Personal,affecting,,affecting,luna
2018-19,0021801134,0,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801134,1,CC,Foul: Personal,affecting,,affecting,luna
2018-19,0021801134,2,CC,Foul: Offensive,affecting,,affecting,luna
2018-19,0021801134,3,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801134,4,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801134,5,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801134,6,INC,Foul: Offensive,affecting,,affecting,luna
2018-19,0021801134,7,CC,Foul: Offensive,affecting,,affecting,luna
2018-19,0021801134,8,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801134,9,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801134,10,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801134,11,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801134,12,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801134,13,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801134,14,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801134,15,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801134,16,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801134,17,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801134,18,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801134,19,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801134,20,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801145,0,CNC,Foul: Shooting,legal,legal,legal,sonnet
2018-19,0021801145,1,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801145,2,CNC,Foul: Personal,legal,legal,legal,sonnet
2018-19,0021801145,3,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801145,6,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801145,7,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801145,8,CC,Foul: Personal,affecting,,affecting,luna
2018-19,0021801145,9,CNC,Foul: Personal,legal,,legal,luna
2018-19,0021801145,10,CC,Foul: Shooting,affecting,,affecting,luna
2018-19,0021801145,11,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801145,12,CNC,Foul: Personal,legal,legal,legal,sonnet
2018-19,0021801145,13,CNC,Foul: Personal,legal,,legal,luna
2018-19,0021801145,14,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801145,15,CC,Foul: Shooting,affecting,,affecting,luna
2018-19,0021801145,16,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801145,17,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801145,19,INC,Foul: Offensive,affecting,,affecting,luna
2018-19,0021801145,20,CNC,Foul: Shooting,none,none,none,sonnet
2018-19,0021801145,21,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801145,22,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801145,23,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801145,24,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801145,25,CNC,Foul: Offensive,legal,legal,legal,sonnet
2018-19,0021801145,26,CNC,Foul: Shooting,none,,none,luna
2018-19,0021801145,27,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801145,28,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801145,30,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801145,31,CNC,Foul: Offensive,legal,legal,legal,sonnet
2018-19,0021801145,32,CNC,Foul: Personal,legal,,legal,luna
2018-19,0021801145,33,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801145,34,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801145,35,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801145,36,CNC,Foul: Personal,legal,,legal,luna
2018-19,0021801145,37,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801146,0,CC,Foul: Personal,affecting,,affecting,luna
2018-19,0021801146,1,CC,Foul: Loose Ball,affecting,,affecting,luna
2018-19,0021801146,2,INC,Foul: Personal,affecting,,affecting,luna
2018-19,0021801146,3,CNC,Foul: Defense 3 Second,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801146,4,CNC,Foul: Shooting,legal,legal,legal,sonnet
2018-19,0021801146,5,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801146,6,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801146,7,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801146,8,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801146,9,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801146,10,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801146,11,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801146,12,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801146,13,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801146,14,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801146,15,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801148,0,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801148,1,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801148,3,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801148,4,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801148,5,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801148,6,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801148,7,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801148,8,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801148,9,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801148,10,CNC,Foul: Shooting,none,none,none,sonnet
2018-19,0021801148,11,CC,Foul: Shooting,affecting,,affecting,luna
2018-19,0021801148,12,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801148,13,INC,Foul: Shooting,affecting,,affecting,luna
2018-19,0021801148,14,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801148,15,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801148,16,CC,Foul: Technical,unclear,,unclear,luna
2018-19,0021801148,17,CC,Foul: Loose Ball,unclear,affecting,affecting,sonnet
2018-19,0021801148,19,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801148,20,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801148,21,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801148,22,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801148,24,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801148,26,INC,Foul: Offensive,affecting,,affecting,luna
2018-19,0021801148,27,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801148,28,CC,Foul: Personal Take,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801148,29,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801148,30,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801148,31,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801148,32,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801149,0,CNC,Foul: Personal,legal,,legal,luna
2018-19,0021801149,1,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801149,2,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801149,3,INC,Foul: Shooting,affecting,,affecting,luna
2018-19,0021801149,4,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801149,5,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801149,6,CNC,Foul: Offensive,none,none,none,sonnet
2018-19,0021801149,7,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801149,8,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801149,9,CC,Foul: Shooting,affecting,,affecting,luna
2018-19,0021801149,10,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801149,11,CNC,Foul: Offensive,none,none,none,sonnet
2018-19,0021801149,13,CNC,Foul: Personal,legal,,legal,luna
2018-19,0021801149,14,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801149,15,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801149,16,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801149,17,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801153,0,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801153,1,CNC,Foul: Defense 3 Second,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801153,2,CC,Foul: Shooting,affecting,,affecting,luna
2018-19,0021801153,4,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801153,5,CNC,Foul: Personal,legal,legal,legal,sonnet
2018-19,0021801153,7,CC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801153,9,CNC,Foul: Defense 3 Second,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801153,10,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801153,11,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801153,12,INC,Foul: Offensive,affecting,,affecting,luna
2018-19,0021801153,13,CNC,Foul: Offensive,legal,legal,legal,sonnet
2018-19,0021801153,14,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801153,15,CNC,Foul: Personal,legal,,legal,luna
2018-19,0021801153,17,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801153,18,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801153,19,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801153,20,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801153,21,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801162,0,INC,Foul: Shooting,affecting,,affecting,luna
2018-19,0021801162,1,CC,Foul: Shooting,affecting,,affecting,luna
2018-19,0021801162,4,CNC,Foul: Offensive,legal,legal,legal,sonnet
2018-19,0021801162,5,INC,Foul: Personal,affecting,,affecting,luna
2018-19,0021801162,6,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801162,8,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801162,9,CC,Foul: Personal,affecting,,affecting,luna
2018-19,0021801162,10,INC,Foul: Offensive,affecting,,affecting,luna
2018-19,0021801162,11,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801162,13,CNC,Foul: Offensive,unclear,,unclear,luna
2018-19,0021801162,14,INC,Foul: Loose Ball,affecting,,affecting,luna
2018-19,0021801162,15,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801162,16,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801162,17,CNC,Foul: Offensive,affecting,affecting,affecting,sonnet
2018-19,0021801162,18,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801162,19,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801167,0,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801167,1,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801167,2,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801167,3,CNC,Foul: Offensive,legal,legal,legal,sonnet
2018-19,0021801167,4,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801167,5,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801167,6,CNC,Foul: Personal,legal,,legal,luna
2018-19,0021801167,7,CNC,Foul: Offensive,none,none,none,sonnet
2018-19,0021801167,8,INC,Foul: Defense 3 Second,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801167,10,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801167,11,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801167,12,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801167,13,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801167,14,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801167,16,INC,Foul: Shooting,affecting,affecting,affecting,sonnet
2018-19,0021801167,18,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801167,19,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801167,20,CC,Foul: Shooting,affecting,,affecting,luna
2018-19,0021801167,21,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801167,22,IC,Foul: Shooting,unclear,none,none,sonnet
2018-19,0021801167,23,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801171,0,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801171,1,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801171,2,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801171,3,CC,Foul: Shooting,affecting,,affecting,luna
2018-19,0021801171,4,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801171,6,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801171,7,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801171,8,CNC,Foul: Loose Ball,none,none,none,sonnet
2018-19,0021801171,9,CNC,Foul: Defense 3 Second,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801171,10,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801171,11,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801171,12,CNC,Foul: Offensive,none,none,none,sonnet
2018-19,0021801171,14,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801171,15,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801171,16,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801171,18,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801171,19,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801171,20,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801172,0,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801172,1,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801172,2,INC,Foul: Shooting,affecting,,affecting,luna
2018-19,0021801172,3,CNC,Foul: Offensive,none,none,none,sonnet
2018-19,0021801172,4,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801172,5,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801172,6,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801172,7,CNC,Foul: Personal,legal,,legal,luna
2018-19,0021801172,9,CNC,Foul: Shooting,none,none,none,sonnet
2018-19,0021801172,10,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801172,11,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801172,12,CNC,Foul: Shooting,none,none,none,sonnet
2018-19,0021801172,13,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801172,14,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801172,15,CC,Foul: Personal,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801172,17,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801177,0,INC,Foul: Offensive,affecting,,affecting,luna
2018-19,0021801177,1,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801177,2,CNC,Foul: Defense 3 Second,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801177,3,CC,Foul: Shooting,affecting,,affecting,luna
2018-19,0021801177,4,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801177,5,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801177,6,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801177,7,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801177,8,CNC,Foul: Shooting,legal,legal,legal,sonnet
2018-19,0021801177,9,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801177,10,CC,Foul: Personal Take,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801177,11,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801177,12,CNC,Foul: Offensive,none,,none,luna
2018-19,0021801177,13,CC,Foul: Personal Take,not_contact_judgment,,not_contact_judgment,luna
2018-19,0021801177,14,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801180,0,CNC,Foul: Offensive,marginal,,marginal,luna
2018-19,0021801180,1,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801180,3,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801180,4,CC,Foul: Personal,affecting,affecting,affecting,sonnet
2018-19,0021801180,5,CNC,Foul: Personal,affecting,marginal,marginal,sonnet
2018-19,0021801180,6,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801180,7,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801180,8,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801180,9,CNC,Foul: Shooting,marginal,,marginal,luna
2018-19,0021801180,10,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801180,11,CC,Foul: Offensive,affecting,,affecting,luna
2018-19,0021801180,13,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801180,14,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801180,15,CNC,Foul: Shooting,legal,,legal,luna
2018-19,0021801180,16,CNC,Foul: Loose Ball,marginal,,marginal,luna
2018-19,0021801180,19,CNC,Foul: Personal,unclear,marginal,marginal,sonnet
2018-19,0021801180,20,CNC,Foul: Personal,marginal,,marginal,luna
2018-19,0021801180,21,CNC,Foul: Personal,marginal,,marginal,luna
