game_id,event_id,period,clock,description,landing_foul,note,source,fouled_player_name,fouled_team_tricode,committing_player_name,committing_team_tricode,caller_official_name,timestamp
0022100670,629,4,PT03M04.00S,Huerter S.FOUL (P4.PN) (B.Kennedy),NO,,landing_classifier,D. Russell,MIN,K. Huerter,ATL,B.Kennedy,2026-06-30T14:52:16.857Z
0022100697,11,1,PT11M14.00S,Bridges S.FOUL (P1.T1) (J.DeRosa),YES,,landing_classifier,J. Holiday,IND,M. Bridges,PHX,J.DeRosa,2026-06-30T15:08:55.695Z
0022100705,437,3,PT06M28.00S,Morant S.FOUL (P3.T4) (M.Smith),NO,,landing_classifier,J. Brunson,DAL,J. Morant,MEM,M.Smith,2026-06-30T14:45:28.292Z
0022100788,589,4,PT04M00.00S,Williams S.FOUL (P2.T4) (B.Barnaky),YES,,landing_classifier,S. Bey,DET,G. Williams,BOS,B.Barnaky,2026-06-30T15:02:55.910Z
0022100800,152,1,PT01M29.00S,Connaughton S.FOUL (P1.T3) (J.Goble),NO,,landing_classifier,B. McLemore,POR,P. Connaughton,MIL,J.Goble,2026-06-30T15:00:50.753Z
0022100803,635,4,PT02M02.00S,Hayes S.FOUL (P4.T4) (M.Myers),NO,Contest level on the arm/hand,landing_classifier,D. Russell,MIN,K. Hayes,DET,M.Myers,2026-06-30T15:31:04.231Z
0022100819,194,2,PT08M33.00S,Temple S.FOUL (P1.T3) (P.Ransom),NO,,landing_classifier,G. Mathews,HOU,G. Temple,NOP,P.Ransom,2026-06-30T15:01:15.264Z
0022100907,360,3,PT08M03.00S,Neto S.FOUL (P1.T1) (C.Kirkland),YES,,landing_classifier,L. Markkanen,CLE,R. Neto,WAS,C.Kirkland,2026-06-30T15:03:03.725Z
0022100915,584,4,PT06M53.00S,Hayes S.FOUL (P2.T4) (E.Lewis),YES,,landing_classifier,T. Rozier,CHA,K. Hayes,DET,E.Lewis,2026-06-30T14:43:53.681Z
0022100916,524,4,PT08M48.00S,Coffey S.FOUL (P3.T2) (E.Malloy),YES,,landing_classifier,G. Mathews,HOU,A. Coffey,LAC,E.Malloy,2026-06-30T15:15:46.505Z
0022100957,47,1,PT07M40.00S,Hampton S.FOUL (P2.T3) (B.Schwab),NO,,landing_classifier,J. Jackson Jr.,MEM,R. Hampton,ORL,B.Schwab,2026-06-30T14:49:32.655Z
0022100978,41,1,PT08M17.00S,Hayes S.FOUL (P1.T2) (K.Fitzgerald),NO,,landing_classifier,Z. Williams,MEM,J. Hayes,NOP,K.Fitzgerald,2026-06-30T15:27:58.508Z
0022100979,390,3,PT08M27.00S,Mann S.FOUL (P3.T3) (L.Wood),NO,,landing_classifier,K. Middleton,MIL,T. Mann,OKC,L.Wood,2026-06-30T14:45:20.695Z
0022100983,282,2,PT01M36.00S,Adebayo S.FOUL (P1.T1) (Z.Zarba),YES,,landing_classifier,D. Booker,PHX,B. Adebayo,MIA,Z.Zarba,2026-06-30T15:15:07.007Z
0022100994,212,2,PT07M22.00S,Bjelica S.FOUL (P1.T2) (S.Twardoski),YES,,landing_classifier,B. Forbes,DEN,N. Bjelica,GSW,S.Twardoski,2026-06-30T15:22:13.935Z
0022101000,373,2,PT00M01.80S,Bane S.FOUL (P3.PN) (C.Kirkland),NO,,landing_classifier,E. Fournier,NYK,D. Bane,MEM,C.Kirkland,2026-06-30T14:51:06.368Z
0022101000,683,4,PT04M33.00S,Randle S.FOUL (P4.PN) (C.Kirkland),NO,,landing_classifier,J. Jackson Jr.,MEM,J. Randle,NYK,C.Kirkland,2026-06-30T14:59:39.919Z
0022101050,534,4,PT09M21.00S,Satoransky S.FOUL (P5.PN) (E.Dalen),NO,Contact is made as shooter is going up,landing_classifier,I. Quickley,NYK,T. Satoransky,WAS,E.Dalen,2026-06-30T14:40:39.998Z
0022101057,392,3,PT03M39.00S,White S.FOUL (P3.PN) (N.Sago),NO,,landing_classifier,D. DiVincenzo,SAC,D. White,BOS,N.Sago,2026-06-30T14:57:19.451Z
0022101070,85,1,PT05M14.00S,Thompson S.FOUL (P1.T4) (N.Sago),YES,,landing_classifier,J. Richardson,SAS,K. Thompson,GSW,N.Sago,2026-06-30T14:54:05.247Z
0022101074,136,1,PT00M00.90S,Milton S.FOUL (P1.PN) (S.Twardoski),YES,Borderline,landing_classifier,J. Butler III,MIA,S. Milton,PHI,S.Twardoski,2026-06-30T14:50:29.725Z
0022101087,81,1,PT04M22.00S,Williams S.FOUL (P2.T3) (Z.Zarba),NO,,landing_classifier,D. Mitchell,UTA,G. Williams,BOS,Z.Zarba,2026-06-30T14:49:20.465Z
0022101087,153,2,PT11M46.00S,Forrest S.FOUL (P2.T1) (K.Cutler),UNCLEAR,,landing_classifier,J. Tatum,BOS,T. Forrest,UTA,K.Cutler,2026-06-30T14:58:13.530Z
0022101091,92,1,PT04M22.00S,F. Wagner S.FOUL (P2.T3) (P.Fraher),NO,,landing_classifier,T. Mann,OKC,F. Wagner,ORL,P.Fraher,2026-06-30T15:30:50.357Z
0022101094,443,3,PT05M34.00S,Murray S.FOUL (P1.T4) (J.Tiven),NO,,landing_classifier,B. McLemore,POR,D. Murray,SAS,J.Tiven,2026-06-30T14:40:37.436Z
0022101157,593,4,PT04M41.00S,Krejci S.FOUL (P4.T4) (N.Buchert),YES,,landing_classifier,F. Jackson,DET,V. Krejčí,OKC,N.Buchert,2026-06-30T14:50:19.584Z
0022101165,268,2,PT02M36.00S,Bogdanovic S.FOUL (P1.T3) (J.Orr),YES,,landing_classifier,J. Poole,GSW,B. Bogdanović,UTA,J.Orr,2026-06-30T14:42:07.390Z
0022101197,574,4,PT00M22.30S,Achiuwa S.FOUL (P1.PN) (N.Buchert),NO,"Contest, Embiid pumps Achiuwa to leave his feet and he jumps into him as he's shooting",landing_classifier,J. Embiid,PHI,P. Achiuwa,TOR,N.Buchert,2026-06-30T15:31:00.226Z
0022101226,27,1,PT09M21.00S,Brooks S.FOUL (P1.T2) (J.Goble),NO,Looks like contest contact is made prior to any landing zone activity,landing_classifier,I. Quickley,NYK,A. Brooks,TOR,J.Goble,2026-06-30T15:19:34.764Z
0022200006,527,3,PT01M55.00S,Alvarado S.FOUL (P1.T3) (J.Butler),YES,,landing_classifier,K. Irving,BKN,J. Alvarado,NOP,J.Butler,2026-06-30T14:45:29.845Z
0022200026,346,3,PT11M04.00S,Caldwell-Pope S.FOUL (P2.T1) (C.Kirkland),YES,,landing_classifier,S. Curry,GSW,K. Caldwell-Pope,DEN,C.Kirkland,2026-06-30T15:31:18.836Z
0022200070,72,1,PT05M31.00S,Hunter S.FOUL (P1.T2) (B.Barnaky),YES,,landing_classifier,B. Bogdanović,DET,D. Hunter,ATL,B.Barnaky,2026-06-30T15:23:09.506Z
0022200121,361,3,PT11M01.00S,Turner S.FOUL (P3.T1) (E.Malloy),YES,,landing_classifier,K. Lowry,MIA,M. Turner,IND,E.Malloy,2026-06-30T15:07:05.493Z
0022200123,135,1,PT01M08.00S,Avdija S.FOUL (P1.T4) (M.Myers),NO,,landing_classifier,K. Durant,BKN,D. Avdija,WAS,M.Myers,2026-06-30T15:18:50.583Z
0022200124,465,3,PT01M47.00S,Caruso S.FOUL (P3.PN) (R.Acosta),YES,,landing_classifier,J. Brown,BOS,A. Caruso,CHI,R.Acosta,2026-06-30T14:50:06.211Z
0022200150,444,3,PT00M00.10S,Vincent S.FOUL (P3.PN) (P.Ransom),NO,Contest,landing_classifier,J. Hart,POR,G. Vincent,MIA,P.Ransom,2026-06-30T14:48:28.095Z
0022200174,485,3,PT00M40.30S,McDaniels S.FOUL (P3.PN) (M.Ervin),YES,,landing_classifier,J. Butler III,MIA,J. McDaniels,CHA,M.Ervin,2026-06-30T14:52:07.302Z
0022200203,123,1,PT00M25.80S,Eason S.FOUL (P1.T2) (J.Tiven),NO,,landing_classifier,P. George,LAC,T. Eason,HOU,J.Tiven,2026-06-30T15:16:00.091Z
0022200229,207,2,PT10M34.00S,K. Williams S.FOUL (P1.T1) (M.Smith),NO,,landing_classifier,J. Jackson Jr.,MEM,K. Williams,OKC,M.Smith,2026-06-30T15:04:06.467Z
0022200240,62,1,PT07M29.00S,Randle S.FOUL (P1.T3) (T.Ford),YES,,landing_classifier,C. Payne,PHX,J. Randle,NYK,T.Ford,2026-06-30T14:51:41.027Z
0022200240,627,4,PT00M54.40S,Okogie S.FOUL (P3.PN) (T.Ford),UNCLEAR,This isn't the clip depicted,landing_classifier,I. Hartenstein,NYK,J. Okogie,PHX,T.Ford,2026-06-30T15:30:38.827Z
0022200243,469,3,PT03M14.00S,Roddy S.FOUL (P3.T3) (D.Scott),YES,Borderline but my lean is landing,landing_classifier,K. Durant,BKN,D. Roddy,MEM,D.Scott,2026-06-30T14:39:42.810Z
0022200286,351,3,PT08M56.00S,Boucher S.FOUL (P1.T2) (B.Barnaky),UNCLEAR,This clip does not show a shooting foul,landing_classifier,D. Finney-Smith,DAL,C. Boucher,TOR,B.Barnaky,2026-06-30T14:50:21.334Z
0022200289,594,4,PT03M38.00S,Bridges S.FOUL (P1.T2) (G.Petraitis),YES,,landing_classifier,L. Markkanen,UTA,M. Bridges,PHX,G.Petraitis,2026-06-30T15:01:08.244Z
0022200322,167,2,PT11M13.00S,Batum S.FOUL (P1.T1) (S.Mitchell),YES,,landing_classifier,L. Markkanen,UTA,N. Batum,LAC,S.Mitchell,2026-06-30T14:51:14.822Z
0022200343,403,3,PT04M15.00S,Beasley S.FOUL (P1.T4) (T.Brothers),YES,,landing_classifier,A. Simons,POR,M. Beasley,UTA,T.Brothers,2026-06-30T15:05:40.444Z
0022200396,459,3,PT00M17.10S,Beverley S.FOUL (P4.T2) (T.Ricks),NO,,landing_classifier,B. Bogdanović,DET,P. Beverley,LAL,T.Ricks,2026-06-30T14:51:50.373Z
0022200403,296,2,PT03M16.00S,Kispert S.FOUL (P1.T4) (K.Cutler),YES,,landing_classifier,K. Durant,BKN,C. Kispert,WAS,K.Cutler,2026-06-30T14:49:13.140Z
0022200414,362,2,PT00M06.00S,Plumlee S.FOUL (P1.PN) (D.Guthrie),YES,,landing_classifier,A. Burks,DET,M. Plumlee,CHA,D.Guthrie,2026-06-30T14:57:34.279Z
0022200416,325,2,PT02M05.00S,Banchero S.FOUL (P2.T4) (J.Conley),YES,,landing_classifier,D. Hunter,ATL,P. Banchero,ORL,J.Conley,2026-06-30T15:05:55.431Z
0022200433,341,3,PT11M01.00S,VanVleet S.FOUL (P2.T1) (S.Wright),NO,Looks like at the contest level,landing_classifier,K. Irving,BKN,F. VanVleet,TOR,S.Wright,2026-06-30T14:51:34.238Z
0022200484,380,3,PT09M09.00S,Siakam S.FOUL (P2.T2) (T.Ford),YES,,landing_classifier,K. Love,CLE,P. Siakam,TOR,T.Ford,2026-06-30T15:29:46.037Z
0022200592,308,2,PT00M00.20S,Olynyk S.FOUL (P2.PN) (M.Smith),NO,Contest level,landing_classifier,Z. LaVine,CHI,K. Olynyk,UTA,M.Smith,2026-06-30T15:09:43.352Z
0022200597,20,1,PT09M50.00S,Anunoby S.FOUL (P1.T1) (N.Sago),YES,,landing_classifier,A. Simons,POR,O. Anunoby,TOR,N.Sago,2026-06-30T15:18:26.586Z
0022200656,539,4,PT08M40.00S,Smith Jr. S.FOUL (P3.T4) (Z.Zarba),YES,,landing_classifier,D. White,BOS,D. Smith Jr.,CHA,Z.Zarba,2026-06-30T14:59:41.557Z
0022200658,123,1,PT02M09.00S,Osman S.FOUL (P1.PN) (R.Acosta),NO,,landing_classifier,D. Graham,NOP,C. Osman,CLE,R.Acosta,2026-06-30T15:28:34.526Z
0022200661,584,4,PT04M41.00S,Young S.FOUL (P4.PN) (A.Nagy),NO,Contest,landing_classifier,J. Butler III,MIA,T. Young,ATL,A.Nagy,2026-06-30T14:49:22.232Z
0022200665,359,3,PT10M08.00S,VanVleet S.FOUL (P2.T1) (B.Kennedy),YES,,landing_classifier,G. Allen,MIL,F. VanVleet,TOR,B.Kennedy,2026-06-30T14:42:09.308Z
0022200738,605,4,PT00M28.90S,Butler S.FOUL (P1.PN) (T.Ford),YES,,landing_classifier,P. Banchero,ORL,J. Butler III,MIA,T.Ford,2026-06-30T15:24:45.904Z
0022200763,572,4,PT01M37.00S,Hart S.FOUL (P4.T4) (B.Kennedy),YES,,landing_classifier,D. Murray,ATL,J. Hart,POR,B.Kennedy,2026-06-30T15:15:41.196Z
0022200779,268,2,PT05M49.00S,Osman S.FOUL (P1.T2) (T.Brothers),NO,,landing_classifier,S. Aldama,MEM,C. Osman,CLE,T.Brothers,2026-06-30T15:30:10.962Z
0022200807,585,4,PT06M32.00S,Jones S.FOUL (P2.T4) (N.Green),YES,,landing_classifier,K. Ellis,SAC,H. Jones,NOP,N.Green,2026-06-30T15:00:47.837Z
0022200813,648,4,PT00M53.40S,Powell S.FOUL (P3.PN) (N.Sago),YES,,landing_classifier,J. Clarkson,UTA,D. Powell,DAL,N.Sago,2026-06-30T15:21:18.140Z
0022200831,10,1,PT10M59.00S,F. Wagner S.FOUL (P1.T1) (E.Scott),YES,,landing_classifier,M. Porter Jr.,DEN,F. Wagner,ORL,E.Scott,2026-06-30T15:25:15.066Z
0022200833,513,4,PT08M34.00S,Dosunmu S.FOUL (P3.T3) (E.Malloy),NO,,landing_classifier,S. Dinwiddie,BKN,A. Dosunmu,CHI,E.Malloy,2026-06-30T14:53:00.107Z
0022200855,574,4,PT03M55.00S,Horford S.FOUL (P3.T4) (E.Lewis),YES,,landing_classifier,S. Aldama,MEM,A. Horford,BOS,E.Lewis,2026-06-30T14:47:52.523Z
0022200856,293,2,PT01M37.00S,Poeltl S.FOUL (P3.PN) (N.Green),YES,,landing_classifier,B. Bogdanović,DET,J. Poeltl,TOR,N.Green,2026-06-30T14:44:15.718Z
0022200875,411,3,PT01M43.00S,McDaniels S.FOUL (P1.T4) (N.Buchert),YES,,landing_classifier,D. Mitchell,CLE,J. McDaniels,PHI,N.Buchert,2026-06-30T14:41:36.257Z
0022200884,589,4,PT05M03.00S,Avdija S.FOUL (P4.T2) (G.Petraitis),NO,,landing_classifier,K. Anderson,MIN,D. Avdija,WAS,G.Petraitis,2026-06-30T14:44:48.825Z
0022200960,606,4,PT02M36.00S,G. Antetokounmpo S.FOUL (P5.PN) (M.Kogut),YES,,landing_classifier,J. McDaniels,PHI,G. Antetokounmpo,MIL,M.Kogut,2026-06-30T14:50:28.423Z
0022200978,357,3,PT10M33.00S,Fultz S.FOUL (P2.T1) (J.DeRosa),NO,,landing_classifier,K. Middleton,MIL,M. Fultz,ORL,J.DeRosa,2026-06-30T14:43:19.026Z
0022201073,157,2,PT11M28.00S,McLaughlin S.FOUL (P1.T1) (E.Lewis),NO,,landing_classifier,I. Quickley,NYK,J. McLaughlin,MIN,E.Lewis,2026-06-30T15:02:21.602Z
0022201101,166,2,PT11M49.00S,Holiday S.FOUL (P1.T1) (E.Scott),YES,,landing_classifier,S. Mykhailiuk,CHA,J. Holiday,DAL,E.Scott,2026-06-30T15:08:54.077Z
0022201110,390,3,PT05M32.00S,Tucker S.FOUL (P3.T3) (J.Williams),YES,,landing_classifier,C. Paul,PHX,P. Tucker,PHI,J.Williams,2026-06-30T15:18:56.500Z
0022201125,532,4,PT10M59.00S,Toscano-Anderson S.FOUL (P3.T1) (Z.Zarba),NO,,landing_classifier,C. Payne,PHX,J. Toscano-Anderson,UTA,Z.Zarba,2026-06-30T15:19:08.450Z
0022201129,22,1,PT10M10.00S,LaVine S.FOUL (P1.T2) (R.Acosta),NO,Gordon pumps defender into the air and jumps their shot into them,landing_classifier,E. Gordon,LAC,Z. LaVine,CHI,R.Acosta,2026-06-30T15:19:17.410Z
0022201150,575,4,PT00M10.50S,Maxey S.FOUL (P2.PN) (D.Guthrie),NO,Contest foul,landing_classifier,F. VanVleet,TOR,T. Maxey,PHI,D.Guthrie,2026-06-30T14:40:22.975Z
0022201170,709,5,PT02M58.00S,Murray S.FOUL (P3.T1) (N.Buchert),NO,,landing_classifier,D. McDermott,SAS,K. Murray,SAC,N.Buchert,2026-06-30T14:51:58.235Z
0022201211,528,4,PT11M17.00S,Dozier S.FOUL (P3.T2) (B.Forte),YES,,landing_classifier,J. Poole,GSW,P. Dozier,SAC,B.Forte,2026-06-30T15:28:40.880Z
0022300024,277,2,PT02M14.00S,Jackson S.FOUL (P2.PN) (N.Sago),NO,,landing_classifier,N. Powell,LAC,R. Jackson,DEN,N.Sago,2026-06-30T15:02:39.146Z
0022300025,283,2,PT04M40.00S,Wiggins S.FOUL (P1.T3) (T.Ford),NO,,landing_classifier,A. Edwards,MIN,A. Wiggins,GSW,T.Ford,2026-06-30T14:57:49.064Z
0022300060,174,1,PT00M19.00S,Monk S.FOUL (P1.T4) (J.Williams),YES,,landing_classifier,K. Thompson,GSW,M. Monk,SAC,J.Williams,2026-06-30T14:51:59.802Z
0022300078,348,2,PT01M34.00S,Porter Jr. S.FOUL (P1.PN) (T.Maddox),NO,,landing_classifier,M. Smart,MEM,M. Porter Jr.,DEN,T.Maddox,2026-06-30T15:14:33.268Z
0022300108,27,1,PT09M49.00S,Hawkins S.FOUL (P1.T2) (D.Mosher),YES,,landing_classifier,S. Curry,GSW,J. Hawkins,NOP,D.Mosher,2026-06-30T15:28:50.085Z
0022300109,139,1,PT02M57.00S,Burks S.FOUL (P2.T2) (L.Holtkamp),YES,,landing_classifier,D. Bertans,OKC,A. Burks,DET,L.Holtkamp,2026-06-30T15:31:05.501Z
0022300155,356,2,PT00M00.10S,Young S.FOUL (P1.PN) (T.Maddox),NO,,landing_classifier,L. Dort,OKC,T. Young,ATL,T.Maddox,2026-06-30T14:53:04.885Z
0022300205,593,4,PT04M34.00S,Irving S.FOUL (P3.PN) (P.Fraher),NO,,landing_classifier,D. Lillard,MIL,K. Irving,DAL,P.Fraher,2026-06-30T15:20:34.790Z
0022300207,11,1,PT11M35.00S,Dort S.FOUL (P1.T1) (B.Adair),UNCLEAR,,landing_classifier,K. Thompson,GSW,L. Dort,OKC,B.Adair,2026-06-30T15:25:58.489Z
0022300214,799,6,PT04M45.00S,Agbaji S.FOUL (P4.T1) (A.Moyer-Gleich),YES,,landing_classifier,K. Durant,PHX,O. Agbaji,UTA,,2026-06-30T15:01:47.309Z
0022300237,554,4,PT07M23.00S,Henderson S.FOUL (P4.PN) (T.Brothers),YES,,landing_classifier,K. George,UTA,S. Henderson,POR,T.Brothers,2026-06-30T14:44:59.240Z
0022300272,323,2,PT01M23.00S,Young S.FOUL (P1.PN) (J.Orr),NO,,landing_classifier,K. Johnson,SAS,T. Young,ATL,J.Orr,2026-06-30T14:57:10.357Z
0022300287,223,2,PT10M37.00S,Curry S.FOUL (P2.T2) (D.Richardson),NO,,landing_classifier,D. Bertans,OKC,S. Curry,DAL,D.Richardson,2026-06-30T14:54:53.885Z
0022300299,134,1,PT01M44.00S,Powell S.FOUL (P1.T2) (L.Holtkamp),YES,,landing_classifier,J. Jackson Jr.,MEM,D. Powell,DAL,L.Holtkamp,2026-06-30T14:44:24.591Z
0022300304,266,2,PT04M15.00S,Powell S.FOUL (P2.PN) (J.Goble),YES,,landing_classifier,S. Sharpe,POR,N. Powell,LAC,J.Goble,2026-06-30T14:50:56.831Z
0022300323,369,3,PT08M13.00S,Camara S.FOUL (P2.T2) (C.Washington),YES,,landing_classifier,S. Fontecchio,UTA,T. Camara,POR,C.Washington,2026-06-30T14:48:26.290Z
0022300325,45,1,PT09M02.00S,Podziemski S.FOUL (P1.T1) (T.Brothers),YES,,landing_classifier,J. Harden,LAC,B. Podziemski,GSW,T.Brothers,2026-06-30T15:29:38.357Z
0022300336,317,2,PT01M30.00S,Mitchell S.FOUL (P1.PN) (T.Ricks),YES,,landing_classifier,D. Murray,ATL,D. Mitchell,CLE,T.Ricks,2026-06-30T15:01:54.859Z
0022300369,494,4,PT08M01.00S,Watson S.FOUL (P1.T2) (J.Van Duyne),YES,,landing_classifier,G. Trent Jr.,TOR,P. Watson,DEN,,2026-06-30T14:46:14.675Z
0022300386,320,2,PT01M29.00S,Poole S.FOUL (P2.T3) (G.Petraitis),YES,,landing_classifier,S. Curry,GSW,J. Poole,WAS,G.Petraitis,2026-06-30T15:24:14.237Z
0022300402,366,3,PT09M01.00S,Podziemski S.FOUL (P1.T2) (M.Smith),NO,,landing_classifier,J. Murray,DEN,B. Podziemski,GSW,M.Smith,2026-06-30T15:04:20.571Z
0022300449,149,2,PT11M16.00S,Morant S.FOUL (P1.T1) (M.Kallio),YES,,landing_classifier,D. Fox,SAC,J. Morant,MEM,M.Kallio,2026-06-30T15:31:03.118Z
0022300598,175,2,PT11M42.00S,Tate S.FOUL (P1.T1) (M.Myers),YES,,landing_classifier,J. Clarkson,UTA,J. Tate,HOU,M.Myers,2026-06-30T15:04:08.021Z
0022300605,419,3,PT03M43.00S,Reddish S.FOUL (P1.T1) (M.Dagher),YES,,landing_classifier,J. Grant,POR,C. Reddish,LAL,M.Dagher,2026-06-30T14:51:31.747Z
0022300645,540,4,PT10M11.00S,VanVleet S.FOUL (P5.T2) (S.Wall),NO,Pumps VavVleet into the air and jumps into him for the foul,landing_classifier,C. Thomas,BKN,F. VanVleet,HOU,S.Wall,2026-06-30T15:00:49.200Z
0022300658,583,4,PT05M38.00S,Harden S.FOUL (P2.T3) (S.Foster),NO,,landing_classifier,M. Strus,CLE,J. Harden,LAC,S.Foster,2026-06-30T15:19:15.569Z
0022300676,69,1,PT05M57.00S,Jones S.FOUL (P1.T3) (J.Orr),NO,Contest/Reach-In,landing_classifier,A. Coffey,LAC,T. Jones,WAS,J.Orr,2026-06-30T14:52:40.840Z
0022300684,344,3,PT11M22.00S,Brown S.FOUL (P1.T1) (G.Petraitis),YES,,landing_classifier,A. Reaves,LAL,J. Brown,BOS,G.Petraitis,2026-06-30T14:54:14.092Z
0022300751,433,3,PT01M15.00S,Mann S.FOUL (P1.PN) (J.Goble),YES,,landing_classifier,L. Kennard,MEM,T. Mann,CHA,J.Goble,2026-06-30T15:03:09.793Z
0022300775,492,4,PT11M45.00S,Alexander-Walker S.FOUL (P2.T1) (S.Mitchell),NO,,landing_classifier,S. Henderson,POR,N. Alexander-Walker,MIN,S.Mitchell,2026-06-30T15:00:36.269Z
0022300812,587,4,PT04M36.00S,Banton S.FOUL (P1.T4) (M.Kogut),NO,,landing_classifier,K. Caldwell-Pope,DEN,D. Banton,POR,M.Kogut,2026-06-30T14:57:27.934Z
0022300850,590,4,PT02M28.00S,Suggs S.FOUL (P5.T4) (J.Conley),UNCLEAR,The landing contact is unambiguously clear; however it's unclear whether the shooter got hit in the face prior to the landing contact.,landing_classifier,K. George,UTA,J. Suggs,ORL,J.Conley,2026-06-30T15:22:28.466Z
0022300879,676,4,PT00M06.70S,Stevens S.FOUL (P2.PN) (M.Ervin),YES,,landing_classifier,M. Bridges,BKN,L. Stevens,MEM,M.Ervin,2026-06-30T14:43:13.244Z
0022300896,389,3,PT06M23.00S,Williams Jr. S.FOUL (P2.T2) (S.Foster),YES,,landing_classifier,N. Batum,PHI,V. Williams Jr.,MEM,S.Foster,2026-06-30T15:01:00.833Z
0022300913,7,1,PT11M46.00S,Capela S.FOUL (P1.T1) (P.Fraher),YES,,landing_classifier,J. Jackson Jr.,MEM,C. Capela,ATL,P.Fraher,2026-06-30T14:41:45.413Z
0022300982,612,4,PT01M41.00S,Moon S.FOUL (P2.PN) (J.Tiven),YES,,landing_classifier,V. Krejčí,ATL,X. Moon,LAC,J.Tiven,2026-06-30T14:50:58.167Z
0022301007,559,4,PT04M24.00S,Schroder S.FOUL (P4.T1) (D.Taylor),UNCLEAR,"Borderline- defender moves into player's area after shot release, they make upper body contact before they fully go into the landing space",landing_classifier,D. Lillard,MIL,D. Schröder,BKN,D.Taylor,2026-06-30T15:23:23.950Z
0022301012,125,1,PT03M29.00S,Ramsey S.FOUL (P1.T2) (T.Ford),YES,,landing_classifier,I. Joe,OKC,J. Ramsey,TOR,T.Ford,2026-06-30T14:39:36.028Z
0022301043,507,4,PT09M36.00S,Sheppard S.FOUL (P3.T1) (J.Orr),NO,,landing_classifier,J. Harden,LAC,B. Sheppard,IND,J.Orr,2026-06-30T14:53:58.335Z
0022301061,171,2,PT11M29.00S,Beverley S.FOUL (P1.T1) (P.Ransom),YES,,landing_classifier,J. Hawkins,NOP,P. Beverley,MIL,P.Ransom,2026-06-30T14:42:38.307Z
0022301076,124,1,PT00M36.60S,Krejci S.FOUL (P2.T2) (S.Wall),NO,v3 mechanism=DRV-INIT,v3_foul_type,,,,,,
0022301076,227,2,PT06M11.00S,Hunter S.FOUL (P1.T3) (S.Wall),NO,v3 mechanism=DRV-INIT,v3_foul_type,,,,,,
0022301076,263,2,PT03M43.00S,Capela S.FOUL (P2.PN) (Z.Zarba),NO,v3 mechanism=DRV-FINISH,v3_foul_type,,,,,,
0022301076,341,3,PT09M58.00S,Murray S.FOUL (P1.T1) (J.Goldenberg),NO,v3 mechanism=DRV-FINISH,v3_foul_type,,,,,,
0022301076,355,3,PT09M18.00S,Murray S.FOUL (P2.T2) (J.Goldenberg),NO,v3 mechanism=AMB,v3_foul_type,,,,,,
0022301076,390,3,PT05M34.00S,Murray S.FOUL (P3.T3) (Z.Zarba),NO,v3 mechanism=ARM-HOOK,v3_foul_type,,,,,,
0022301095,91,1,PT05M42.00S,Vukcevic S.FOUL (P1.PN) (J.Orr),NO,v3 mechanism=DRV-FINISH,v3_foul_type,,,,,,
0022301095,378,3,PT10M38.00S,Vukcevic S.FOUL (P4.T1) (M.Davis),NO,v3 mechanism=DRV-FINISH,v3_foul_type,,,,,,
0022301095,562,4,PT09M09.00S,Avdija S.FOUL (P3.T2) (M.Davis),NO,v3 mechanism=DRV-FINISH,v3_foul_type,,,,,,
0022301095,594,4,PT06M43.00S,Poole S.FOUL (P3.T3) (B.Schwab),NO,v3 mechanism=DRV-FINISH,v3_foul_type,,,,,,
0022301097,23,1,PT10M34.00S,Irving S.FOUL (P1.T1) (K.Scott),NO,Contest foul,landing_classifier,M. Moody,GSW,K. Irving,DAL,K.Scott,2026-06-30T14:55:43.103Z
0022301101,201,2,PT10M12.00S,Theis S.FOUL (P1.T3) (S.Foster),UNCLEAR,No foul in clip,landing_classifier,D. Fox,SAC,D. Theis,LAC,S.Foster,2026-06-30T15:25:33.251Z
0022301107,527,4,PT07M15.00S,LaRavia S.FOUL (P2.T2) (K.Lane),NO,v3 mechanism=DRV-FINISH,v3_foul_type,,,,,,
0022301132,29,1,PT09M30.00S,Harden S.FOUL (P1.T1) (Z.Zarba),YES,,landing_classifier,M. Strus,CLE,J. Harden,LAC,Z.Zarba,2026-06-30T14:46:46.223Z
0022301139,54,1,PT07M44.00S,Anunoby S.FOUL (P1.T2) (D.Guthrie),NO,v3 mechanism=DRV-INIT,v3_foul_type,,,,,,
0022301139,291,2,PT03M29.00S,Brunson S.FOUL (P3.PN) (J.DeRosa),NO,v3 mechanism=DRV-INIT,v3_foul_type,,,,,,
0022301139,379,3,PT09M32.00S,Hartenstein S.FOUL (P1.T2) (D.Guthrie),NO,v3 mechanism=DRV-FINISH,v3_foul_type,,,,,,
0022301139,580,4,PT03M56.00S,Anunoby S.FOUL (P4.T2) (C.Flores),NO,v3 mechanism=DRV-INIT,v3_foul_type,,,,,,
0022301148,131,1,PT00M19.00S,Kornet S.FOUL (P1.T1) (D.Scott),NO,v3 mechanism=PUTBACK,v3_foul_type,,,,,,
0022301155,174,1,PT00M02.30S,Kuminga S.FOUL (P1.T4) (J.Van Duyne),NO,Contest level,landing_classifier,D. Russell,LAL,J. Kuminga,GSW,,2026-06-30T15:31:01.577Z
0022301155,667,4,PT00M36.10S,Spencer S.FOUL (P1.PN) (J.Goldenberg),YES,,landing_classifier,M. Lewis,LAL,P. Spencer,GSW,J.Goldenberg,2026-06-30T15:22:16.776Z
